type,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data
CSI_DATA,24728,2023-10-26 21:59:42.628,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272595906,0,44,0,104,0,"[2, 1, 2, 0, 2, 0, 2, -1, 2, -1, 2, -1, 2, -2, 1, -2, 1, -2, 0, -3, 0, -3, 0, -3, -1, -3, -2, -3, -2, -3, -3, -3, -4, -3, -4, -3, -5, -3, -6, -3, -6, -3, -7, -3, -7, -3, -8, -3, -8, -3, -8, -3, -9, -2, -9, -2, -9, -2, -9, -1, -9, -1, -9, -1, -10, -1, -10, -1, -10, -1, -10, -1, -10, -1, -11, -2, -11, -2, -11, -2, -10, -3, -10, -3, -10, -3, -9, -3, -9, -4, -9, -4, -8, -4, -8, -4, -8, -4, -7, -5, -6, -5, -6, -5]"
CSI_DATA,24729,2023-10-26 21:59:42.648,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272615910,0,44,0,104,0,"[-3, -2, -3, -1, -3, -1, -3, 0, -3, 0, -3, 0, -2, 1, -2, 1, -1, 1, -1, 2, -1, 2, 0, 2, 1, 2, 1, 2, 2, 1, 2, 1, 3, 1, 4, 1, 4, 1, 5, 0, 5, 0, 6, 0, 6, 0, 7, 0, 7, 0, 7, 0, 7, -1, 8, -1, 7, -1, 8, -2, 8, -2, 8, -3, 9, -3, 9, -3, 9, -3, 9, -3, 9, -3, 9, -2, 9, -2, 9, -2, 10, -1, 9, -1, 9, -1, 9, 0, 9, 0, 8, 0, 8, 1, 8, 1, 8, 1, 7, 1, 7, 1, 6, 1]"
CSI_DATA,24730,2023-10-26 21:59:42.658,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272626099,0,44,0,104,0,"[-3, 1, -2, 2, -2, 2, -1, 2, -1, 2, 0, 2, 0, 2, 1, 1, 1, 1, 1, 1, 2, 0, 2, 0, 2, 0, 2, -1, 2, -2, 2, -3, 3, -3, 1, -4, 2, -5, 0, -5, 2, -7, 1, -7, 2, -6, 2, -7, 1, -8, 1, -8, 1, -8, -1, -9, 1, -9, 1, -6, -2, -7, -2, -5, -7, -13, -3, -9, -7, -8, 3, -12, -3, -8, 1, -12, 0, -11, -2, -9, -1, -11, -1, -10, 0, -10, 0, -10, 0, -10, -1, -9, 0, -9, 0, -9, 1, -9, 0, -8, 0, -10, -1, -7]"
CSI_DATA,24731,2023-10-26 21:59:42.678,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272645906,0,44,0,104,0,"[-2, 2, -1, 2, -1, 2, 0, 2, 0, 2, 1, 2, 1, 1, 1, 1, 2, 0, 2, 0, 2, 0, 2, -1, 2, -1, 2, -2, 2, -3, 2, -3, 2, -4, 2, -5, 1, -6, 1, -6, 1, -7, 1, -7, 1, -8, 1, -8, 1, -9, 1, -9, 0, -9, 0, -9, 0, -9, 0, -9, -1, -10, -1, -10, -1, -10, -1, -10, -1, -11, -1, -11, -1, -11, 0, -11, 0, -11, 0, -11, 1, -11, 1, -11, 2, -10, 1, -10, 2, -9, 2, -9, 3, -9, 3, -8, 3, -8, 3, -7, 3, -7, 3, -7]"
CSI_DATA,24732,2023-10-26 21:59:42.700,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272668601,0,44,0,104,0,"[-3, 1, -3, 1, -2, 2, -2, 2, -1, 2, -1, 2, 0, 2, 0, 2, 0, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 0, 3, -1, 3, -1, 3, -2, 4, -2, 4, -3, 4, -4, 4, -4, 5, -5, 5, -5, 5, -5, 5, -6, 5, -6, 5, -6, 5, -7, 5, -7, 5, -7, 5, -7, 5, -8, 5, -8, 5, -8, 5, -8, 5, -8, 5, -9, 6, -8, 6, -8, 6, -8, 6, -8, 6, -7, 7, -7, 6, -6, 6, -6, 6, -6, 6, -5, 6, -5, 6, -4, 6, -4, 6, -4, 6, -3]"
CSI_DATA,24733,2023-10-26 21:59:42.700,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272675914,0,44,0,104,0,"[2, 1, 2, 1, 2, 0, 2, 0, 2, -1, 2, -1, 2, -1, 2, -2, 1, -2, 1, -3, 0, -3, 0, -3, 0, -3, -2, -3, -3, -3, -3, -4, -3, -3, -4, -3, -4, -4, -6, -3, -7, -3, -6, -4, -7, -3, -7, -4, -8, -3, -7, -2, -9, -1, -11, -2, -12, -5, -8, -5, -13, -2, -7, 1, -10, -2, -11, -5, -12, -3, -14, -1, -10, -4, -11, -3, -13, -4, -9, -3, -11, -3, -11, -4, -10, -4, -9, -4, -9, -5, -9, -4, -9, -5, -8, -4, -8, -5, -8, -5, -7, -6, -5, -5]"
CSI_DATA,24734,2023-10-26 21:59:42.716,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272685923,0,44,0,104,0,"[-1, 3, -1, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 0, 2, 0, 2, -1, 2, -1, 2, -2, 2, -2, 1, -3, 1, -4, 1, -4, 0, -5, 0, -6, 0, -6, -1, -7, -1, -7, -1, -8, -1, -8, -1, -8, -1, -8, -2, -9, -2, -9, -2, -9, -3, -9, -3, -9, -4, -9, -4, -9, -4, -9, -4, -10, -4, -10, -4, -10, -3, -10, -3, -10, -3, -10, -3, -11, -2, -10, -2, -10, -1, -10, -1, -10, -1, -9, 0, -9, 0, -9, 0, -8, 0, -8, 1, -8, 1, -7]"
CSI_DATA,24735,2023-10-26 21:59:42.716,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272695917,0,44,0,104,0,"[-3, -2, -3, -1, -3, 0, -3, 0, -3, 1, -3, 1, -2, 1, -2, 1, -1, 2, -1, 2, -1, 2, 0, 2, 1, 2, 1, 2, 2, 2, 2, 1, 3, 1, 4, 1, 5, 1, 5, 1, 6, 1, 6, 1, 7, 0, 7, 0, 7, 0, 8, 0, 8, 0, 8, -1, 8, -1, 8, -1, 9, -2, 9, -2, 9, -2, 9, -2, 9, -2, 9, -2, 9, -2, 10, -1, 10, -1, 10, -1, 9, 0, 10, 0, 9, 0, 9, 0, 8, 1, 8, 1, 8, 1, 7, 2, 7, 2, 7, 2, 6, 2, 6, 2]"
CSI_DATA,24736,2023-10-26 21:59:42.731,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272705907,0,44,0,104,0,"[1, -3, 0, -4, 0, -3, -1, -3, -1, -3, -2, -3, -2, -3, -2, -2, -3, -2, -3, -1, -3, -1, -3, -1, -3, 0, -3, 1, -3, 1, -3, 2, -3, 3, -3, 3, -3, 4, -3, 5, -3, 5, -3, 6, -3, 6, -3, 7, -3, 7, -3, 7, -3, 8, -2, 8, -2, 8, -2, 8, -2, 8, -2, 9, -2, 9, -2, 9, -2, 9, -2, 9, -2, 9, -2, 10, -3, 10, -3, 10, -3, 9, -4, 9, -4, 9, -4, 8, -4, 8, -4, 7, -5, 7, -5, 6, -5, 6, -5, 5, -5, 5, -5, 5]"
CSI_DATA,24737,2023-10-26 21:59:42.747,1,wyt,1a:00:00:00:00:00,-62,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,272715940,0,44,0,104,0,"[3, 0, 3, -1, 2, -1, 2, -2, 2, -2, 1, -2, 1, -3, 0, -3, 0, -3, -1, -3, -1, -3, -2, -3, -2, -3, -3, -3, -3, -2, -4, -2, -5, -1, -5, -1, -6, -1, -6, -1, -7, 0, -8, 0, -8, 0, -8, 1, -9, 1, -9, 1, -9, 1, -9, 1, -9, 2, -9, 2, -9, 3, -9, 3, -10, 3, -10, 3, -10, 3, -10, 3, -10, 3, -10, 3, -10, 2, -11, 2, -10, 1, -11, 1, -10, 1, -10, 0, -10, 0, -9, 0, -9, -1, -9, -1, -8, -1, -8, -1, -8, -2, -7, -2]"
