type,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data
CSI_DATA,12479,2023-10-26 23:03:15.274,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136517118,0,44,0,104,0,"[4, -4, 3, -5, 3, -5, 3, -6, 2, -6, 2, -6, 1, -6, 1, -7, 0, -7, 0, -7, 0, -7, -1, -7, -2, -7, -2, -7, -3, -8, -4, -8, -4, -8, -5, -8, -5, -9, -6, -9, -6, -9, -7, -9, -7, -10, -7, -10, -8, -10, -8, -10, -8, -11, -9, -11, -9, -11, -9, -11, -10, -12, -10, -12, -10, -12, -9, -13, -9, -13, -8, -13, -8, -13, -7, -14, -7, -13, -6, -13, -6, -13, -5, -13, -4, -12, -4, -11, -3, -11, -3, -10, -3, -10, -2, -10, -2, -9, -2, -9, -1, -8, -1, -8]"
CSI_DATA,12480,2023-10-26 23:03:15.293,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136537103,0,44,0,104,0,"[5, 1, 5, 0, 5, 0, 6, -1, 6, -1, 5, -1, 5, -2, 5, -2, 5, -3, 5, -4, 5, -4, 5, -5, 5, -5, 4, -6, 4, -6, 4, -7, 4, -8, 4, -9, 3, -9, 3, -10, 3, -10, 3, -11, 4, -11, 4, -12, 4, -12, 4, -12, 4, -13, 3, -14, 3, -13, 3, -14, 3, -15, 4, -15, 4, -14, 5, -14, 5, -14, 5, -15, 6, -14, 6, -14, 7, -13, 6, -12, 7, -12, 6, -11, 7, -11, 6, -9, 6, -9, 6, -8, 7, -7, 6, -7, 6, -7, 5, -5, 5, -7, 5, -6]"
CSI_DATA,12481,2023-10-26 23:03:15.303,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136547102,0,44,0,104,0,"[4, 3, 5, 2, 5, 2, 5, 1, 6, 1, 6, 1, 6, 0, 6, 0, 6, -1, 6, -2, 6, -2, 6, -3, 6, -3, 6, -4, 6, -5, 6, -6, 6, -6, 6, -7, 6, -8, 6, -9, 7, -9, 7, -9, 7, -10, 7, -10, 7, -11, 7, -11, 7, -12, 7, -12, 7, -12, 7, -13, 8, -13, 8, -13, 8, -13, 9, -13, 9, -13, 10, -13, 10, -12, 10, -12, 11, -11, 10, -11, 10, -10, 10, -9, 10, -8, 9, -7, 9, -7, 8, -6, 8, -6, 8, -5, 8, -5, 7, -4, 7, -4, 7, -4]"
CSI_DATA,12482,2023-10-26 23:03:15.313,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136557097,0,44,0,104,0,"[2, 5, 2, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 5, 3, 5, 2, 5, 2, 6, 2, 6, 1, 6, 1, 7, 0, 7, 0, 8, -1, 8, -2, 8, -2, 9, -3, 9, -3, 9, -4, 10, -4, 10, -4, 11, -4, 11, -5, 11, -5, 11, -5, 11, -6, 11, -6, 12, -6, 12, -7, 13, -7, 13, -7, 13, -6, 13, -6, 14, -5, 14, -5, 14, -4, 13, -3, 13, -3, 13, -3, 12, -2, 12, -2, 11, -2, 10, -1, 10, -1, 9, -1, 9, 0, 8, 0, 8, 0, 7, 0, 7, 0]"
CSI_DATA,12483,2023-10-26 23:03:15.327,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136570787,0,44,0,104,0,"[5, -2, 5, -3, 5, -3, 5, -3, 5, -4, 4, -4, 4, -4, 4, -5, 3, -5, 3, -6, 3, -6, 2, -7, 2, -7, 2, -8, 1, -8, 1, -8, 1, -9, 0, -9, -1, -10, -1, -10, -1, -11, -1, -11, -2, -12, -2, -12, -2, -13, -3, -13, -3, -14, -3, -14, -3, -14, -2, -14, -2, -14, -3, -15, -2, -15, -3, -15, -2, -16, -1, -15, -1, -15, 0, -16, 0, -15, 1, -14, 1, -13, 2, -13, 2, -12, 2, -11, 2, -11, 2, -10, 2, -10, 3, -9, 2, -9, 3, -9, 3, -8, 2, -7]"
CSI_DATA,12484,2023-10-26 23:03:15.336,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136580170,0,44,0,104,0,"[0, -7, -1, -7, -2, -6, -2, -6, -3, -6, -3, -6, -4, -6, -4, -6, -5, -5, -5, -5, -6, -5, -6, -5, -6, -4, -7, -4, -8, -3, -8, -3, -9, -3, -10, -2, -10, -2, -11, -2, -11, -1, -12, -1, -12, -1, -13, -1, -13, -1, -13, -1, -14, 0, -14, 0, -15, 0, -14, 0, -15, 0, -16, 0, -16, 0, -16, -1, -16, -1, -16, -1, -16, -2, -16, -3, -15, -3, -15, -3, -14, -4, -14, -4, -12, -4, -11, -4, -11, -4, -10, -4, -10, -4, -9, -5, -9, -4, -8, -4, -8, -4, -7, -4]"
CSI_DATA,12485,2023-10-26 23:03:15.344,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136588000,0,44,0,104,0,"[3, -5, 2, -6, 2, -6, 2, -6, 1, -7, 1, -6, 0, -7, 0, -7, -1, -7, -2, -7, -2, -7, -3, -7, -3, -7, -4, -7, -5, -7, -5, -7, -6, -7, -7, -7, -7, -7, -8, -7, -8, -8, -9, -8, -10, -9, -10, -8, -10, -8, -10, -8, -11, -8, -11, -9, -12, -8, -12, -9, -12, -9, -13, -9, -13, -10, -12, -10, -12, -10, -12, -11, -12, -11, -11, -12, -10, -12, -10, -11, -9, -12, -8, -11, -8, -11, -7, -10, -7, -10, -6, -9, -5, -9, -5, -9, -5, -9, -4, -8, -4, -8, -3, -7]"
CSI_DATA,12486,2023-10-26 23:03:15.351,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136597756,0,44,0,104,0,"[-5, -5, -5, -4, -6, -4, -6, -3, -6, -3, -6, -3, -6, -2, -7, -1, -7, -1, -7, 0, -7, 0, -7, 1, -7, 1, -7, 2, -8, 3, -8, 3, -8, 4, -8, 5, -8, 6, -8, 6, -9, 7, -9, 7, -9, 8, -9, 8, -9, 8, -9, 9, -10, 9, -10, 9, -10, 10, -10, 10, -10, 10, -11, 11, -11, 11, -11, 10, -12, 10, -12, 10, -12, 9, -13, 9, -12, 8, -13, 8, -12, 7, -12, 6, -12, 5, -11, 5, -11, 4, -10, 4, -10, 3, -9, 3, -9, 3, -8, 2, -8, 2, -8, 2]"
CSI_DATA,12487,2023-10-26 23:03:15.351,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136607101,0,44,0,104,0,"[-6, -1, -6, 0, -6, 1, -6, 1, -6, 2, -6, 2, -6, 2, -6, 3, -6, 3, -5, 4, -5, 4, -5, 5, -4, 5, -4, 6, -4, 6, -3, 7, -3, 7, -2, 8, -2, 9, -2, 9, -2, 10, -2, 11, -2, 11, -1, 11, -1, 12, -1, 12, -1, 12, -1, 13, -1, 13, 0, 13, -1, 14, -1, 14, -1, 14, -2, 14, -2, 14, -2, 14, -2, 14, -3, 14, -4, 13, -4, 13, -5, 12, -5, 12, -5, 11, -5, 10, -5, 9, -5, 9, -5, 8, -5, 8, -5, 7, -4, 7, -5, 6, -4, 6]"
CSI_DATA,12488,2023-10-26 23:03:15.367,1,ctw,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-99,0,11,2,136618918,0,44,0,104,0,"[-6, 0, -7, 1, -6, 1, -6, 2, -6, 2, -6, 3, -6, 3, -5, 4, -5, 4, -5, 5, -5, 5, -4, 5, -4, 6, -3, 6, -3, 7, -3, 7, -2, 8, -2, 9, -2, 9, -1, 10, -1, 10, -1, 11, -1, 11, -1, 12, 0, 12, 0, 12, 0, 13, 0, 13, 0, 13, 0, 14, 0, 14, 0, 14, 0, 15, -1, 15, -1, 15, -1, 15, -2, 14, -2, 15, -3, 14, -4, 14, -4, 13, -4, 12, -5, 11, -4, 10, -4, 10, -4, 9, -5, 9, -5, 8, -4, 8, -4, 7, -4, 7, -4, 6]"
