type,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data
CSI_DATA,25413,2023-10-19 15:46:28.482,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294142457,0,37,0,104,0,"[5, 5, 3, 10, 3, 14, 2, 18, 1, 22, 2, 24, 1, 25, 2, 25, 1, 25, 1, 24, 1, 23, 0, 19, 0, 14, -1, 10, -3, 5, -5, -1, -6, -6, -8, -11, -10, -14, -12, -18, -14, -20, -16, -22, -17, -21, -19, -22, -20, -21, -20, -19, -18, -13, -16, -11, -12, -8, -9, -5, -5, -3, -1, -1, 3, 0, 6, 2, 9, 3, 12, 3, 14, 4, 14, 3, 14, 2, 14, 2, 13, 1, 12, 0, 10, 0, 8, -1, 6, 0, 4, 0, 2, 1, 0, 3, -2, 3, -4, 4, -6, 6, -7, 6]"
CSI_DATA,25414,2023-10-19 15:46:28.497,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294158019,0,37,0,104,0,"[-7, -5, -5, -10, -5, -15, -4, -18, -5, -22, -5, -24, -5, -25, -5, -25, -5, -25, -5, -24, -4, -23, -4, -20, -3, -15, -1, -11, 0, -6, 3, -1, 5, 3, 8, 7, 10, 11, 13, 14, 15, 16, 17, 18, 19, 17, 21, 19, 21, 18, 21, 15, 19, 11, 17, 8, 14, 6, 10, 4, 6, 2, 1, 1, -3, 0, -7, -1, -10, -2, -13, -2, -15, -3, -16, -2, -15, -2, -16, -2, -15, -1, -14, 0, -12, 0, -10, 0, -8, 0, -6, -1, -4, -2, -2, -4, 0, -5, 2, -6, 4, -7, 5, -8]"
CSI_DATA,25415,2023-10-19 15:46:28.506,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294166456,0,37,0,104,0,"[-7, 3, -10, 0, -13, -3, -17, -5, -19, -6, -21, -6, -22, -7, -22, -7, -22, -7, -22, -7, -21, -7, -18, -6, -14, -4, -10, -4, -5, -4, 0, -4, 5, -4, 9, -4, 13, -5, 17, -6, 18, -7, 21, -8, 21, -10, 23, -12, 22, -13, 20, -14, 16, -14, 13, -13, 10, -11, 7, -8, 4, -5, 1, -1, -1, 2, -3, 5, -4, 8, -5, 10, -6, 12, -6, 12, -6, 12, -6, 13, -4, 12, -4, 11, -3, 10, -3, 8, -3, 6, -3, 4, -3, 2, -4, 0, -4, -2, -5, -4, -5, -6, -6, -7]"
CSI_DATA,25416,2023-10-19 15:46:28.518,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294178524,0,37,0,104,0,"[0, -7, 4, -8, 8, -10, 11, -11, 14, -12, 15, -13, 17, -14, 16, -14, 16, -14, 16, -14, 15, -14, 13, -12, 10, -9, 8, -6, 4, -2, 2, 2, 0, 5, -1, 9, -3, 13, -4, 16, -4, 18, -4, 21, -2, 22, -2, 24, 0, 24, 1, 23, 3, 19, 3, 16, 3, 12, 2, 8, 1, 5, -1, 1, -3, -2, -4, -5, -6, -7, -8, -9, -9, -10, -9, -10, -10, -9, -10, -9, -10, -8, -9, -7, -8, -6, -7, -5, -6, -5, -3, -4, -2, -4, 1, -3, 3, -3, 4, -3, 7, -3, 8, -3]"
CSI_DATA,25417,2023-10-19 15:46:28.526,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294186027,0,37,0,104,0,"[1, 6, -2, 9, -6, 12, -9, 15, -11, 18, -12, 20, -13, 21, -12, 21, -13, 21, -13, 21, -12, 20, -11, 17, -8, 13, -7, 9, -5, 4, -5, -1, -4, -7, -3, -12, -3, -16, -4, -20, -5, -22, -6, -25, -7, -26, -9, -28, -10, -27, -12, -25, -12, -20, -11, -17, -9, -13, -7, -9, -4, -6, -1, -3, 2, 0, 5, 2, 8, 4, 10, 6, 12, 7, 13, 6, 13, 6, 14, 5, 13, 4, 12, 3, 10, 2, 9, 2, 7, 2, 5, 2, 2, 3, -1, 3, -3, 4, -5, 4, -7, 5, -8, 5]"
CSI_DATA,25418,2023-10-19 15:46:28.538,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294198207,0,37,0,104,0,"[-2, -7, 2, -10, 6, -13, 9, -15, 11, -18, 11, -19, 12, -21, 12, -21, 12, -21, 12, -21, 11, -20, 10, -17, 7, -13, 6, -10, 4, -4, 2, 0, 1, 5, 1, 10, 0, 14, 1, 18, 1, 21, 2, 24, 4, 25, 5, 27, 6, 27, 8, 25, 9, 20, 9, 18, 7, 13, 5, 10, 2, 6, 0, 2, -3, -1, -5, -4, -8, -6, -10, -8, -11, -10, -12, -10, -13, -9, -13, -9, -13, -8, -12, -7, -11, -6, -9, -6, -7, -5, -5, -5, -2, -4, 0, -4, 3, -4, 5, -4, 7, -4, 9, -4]"
CSI_DATA,25419,2023-10-19 15:46:28.546,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294206018,0,37,0,104,0,"[-1, 7, -5, 9, -9, 10, -13, 12, -15, 14, -16, 16, -17, 16, -17, 17, -17, 17, -16, 16, -16, 16, -14, 14, -10, 10, -8, 7, -6, 3, -3, -2, -1, -6, 0, -11, 2, -15, 2, -19, 2, -22, 2, -25, 0, -26, 0, -29, -2, -29, -4, -28, -6, -23, -6, -20, -5, -16, -4, -12, -2, -8, 0, -3, 2, 0, 4, 4, 6, 7, 7, 9, 9, 11, 10, 11, 10, 10, 11, 11, 10, 9, 9, 9, 8, 7, 7, 6, 5, 5, 3, 5, 1, 4, -2, 3, -4, 3, -6, 2, -9, 2, -10, 1]"
CSI_DATA,25420,2023-10-19 15:46:28.566,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294226030,0,37,0,104,0,"[-7, 1, -10, -3, -12, -5, -14, -8, -17, -10, -18, -10, -19, -11, -19, -11, -19, -10, -19, -11, -18, -10, -15, -9, -12, -7, -8, -6, -4, -5, 1, -4, 5, -4, 9, -4, 12, -4, 16, -5, 17, -6, 20, -8, 20, -9, 22, -10, 21, -12, 19, -13, 14, -13, 12, -12, 9, -10, 6, -8, 4, -4, 2, -1, 0, 2, -1, 5, -2, 8, -3, 10, -4, 12, -3, 12, -2, 12, -2, 13, -1, 12, 0, 11, 0, 10, 0, 8, -1, 6, -2, 4, -3, 3, -4, 1, -5, -1, -6, -3, -7, -4, -8, -5]"
CSI_DATA,25421,2023-10-19 15:46:28.578,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294238023,0,37,0,104,0,"[7, 1, 8, 6, 9, 10, 10, 14, 12, 16, 13, 18, 14, 19, 14, 19, 14, 18, 14, 18, 13, 17, 11, 15, 8, 11, 5, 9, 1, 5, -3, 3, -7, 0, -12, -1, -16, -3, -19, -3, -22, -3, -24, -3, -25, -1, -28, 0, -27, 2, -26, 4, -21, 6, -18, 6, -14, 5, -10, 3, -7, 1, -3, -1, 0, -4, 3, -6, 5, -8, 7, -10, 8, -12, 8, -12, 7, -12, 7, -13, 6, -13, 5, -12, 4, -11, 3, -9, 3, -7, 3, -5, 3, -2, 3, 0, 4, 2, 4, 5, 4, 7, 5, 8]"
CSI_DATA,25422,2023-10-19 15:46:28.585,1,leftandright,d4:da:21:98:07:d9,-26,11,0,0,0,0,0,0,0,0,0,-96,0,12,2,294246025,0,37,0,104,0,"[-8, 1, -11, -3, -14, -6, -16, -9, -19, -11, -21, -12, -22, -13, -22, -12, -22, -12, -21, -11, -20, -11, -18, -9, -13, -7, -9, -6, -4, -5, 1, -5, 6, -4, 10, -4, 15, -4, 18, -5, 20, -6, 22, -7, 23, -10, 24, -11, 24, -13, 21, -14, 16, -14, 14, -13, 10, -11, 7, -7, 5, -5, 2, -1, 0, 3, -2, 6, -3, 9, -4, 11, -4, 13, -4, 14, -3, 14, -3, 14, -2, 13, -1, 12, -1, 10, -1, 9, -2, 7, -2, 5, -3, 2, -4, 0, -5, -2, -7, -4, -8, -5, -8, -6]"
